filed_date,fiscal_year,form,fiscal_period,Assets,CommonStockSharesOutstanding,EarningsPerShareDiluted,Liabilities,NetIncomeLoss,OperatingExpenses,RevenueFromContractWithCustomerExcludingAssessedTax,WeightedAverageNumberOfSharesOutstandingBasic,ticker,Revenues
2025-11-04,2025,10-Q,Q3,13924000000.0,,0.56,,726000000.0,2510000000.0,,1288960063.0,SHOP,6068000000.0
2026-02-11,2025,10-K,FY,13924000000.0,,0.1,,132000000.0,4933000000.0,,1281554559.0,SHOP,7060000000.0
2021-12-09,2021,10-Q,Q3,282096000.0,35627503.0,-1.54,268677000.0,-50585000.0,213492000.0,,32746492.0,UDMY,
2022-03-25,2021,10-K,FY,282096000.0,35627503.0,-2.57,268677000.0,-69703000.0,200848000.0,,27096379.0,UDMY,
2022-05-04,2022,10-Q,Q1,739851000.0,139164693.0,-0.5,350151000.0,-17989000.0,83065000.0,,36178304.0,UDMY,
2022-08-03,2022,10-Q,Q2,739851000.0,139164693.0,-0.8,350151000.0,-29380000.0,164139000.0,,36726992.0,UDMY,
2022-11-02,2022,10-Q,Q3,739851000.0,139164693.0,-1.04,350151000.0,-38642000.0,245266000.0,,37068570.0,UDMY,
2023-02-27,2022,10-K,FY,739851000.0,139164693.0,-2.33,350151000.0,-77620000.0,294026000.0,,33384438.0,UDMY,
2023-05-03,2023,10-Q,Q1,737568000.0,145013786.0,-0.18,398258000.0,-25649000.0,111101000.0,,139405294.0,UDMY,
2023-08-03,2023,10-Q,Q2,737568000.0,145013786.0,-0.39,398258000.0,-55029000.0,226928000.0,,139691508.0,UDMY,
2023-11-02,2023,10-Q,Q3,737568000.0,145013786.0,-0.73,398258000.0,-101722000.0,359531000.0,,140116156.0,UDMY,
2024-02-26,2023,10-K,FY,737568000.0,145013786.0,-1.46,398258000.0,-80026000.0,357540000.0,,54972827.0,UDMY,
2024-05-06,2024,10-Q,Q1,741196000.0,157166360.0,-0.31,384304000.0,-44544000.0,147006000.0,,145737709.0,UDMY,
2024-08-01,2024,10-Q,Q2,741196000.0,157166360.0,-0.48,384304000.0,-70279000.0,276770000.0,,146910959.0,UDMY,
2024-10-31,2024,10-Q,Q3,741196000.0,157166360.0,-0.59,384304000.0,-87046000.0,405724000.0,,148392636.0,UDMY,
2025-02-19,2024,10-K,FY,741196000.0,157166360.0,-1.09,384304000.0,-153875000.0,504967000.0,,140873504.0,UDMY,
2025-05-01,2025,10-Q,Q1,605628000.0,147484280.0,-0.12,408234000.0,-18339000.0,143293000.0,,156570426.0,UDMY,
2025-07-31,2025,10-Q,Q2,605628000.0,147484280.0,-0.32,408234000.0,-50153000.0,289955000.0,,154779176.0,UDMY,
2025-10-30,2025,10-Q,Q3,605628000.0,147484280.0,-0.49,408234000.0,-75424000.0,442469000.0,,152867160.0,UDMY,
2026-02-19,2025,10-K,FY,605628000.0,147484280.0,-0.71,408234000.0,-107294000.0,541234000.0,,150098776.0,UDMY,
2010-08-02,2010,10-Q,Q2,1146050000.0,60200000.0,1.44,786739000.0,89795000.0,,,61583000.0,HLF,
2010-11-01,2010,10-Q,Q3,1146050000.0,60200000.0,2.34,786739000.0,147690000.0,,,61467000.0,HLF,
2011-02-22,2010,10-K,FY,1146050000.0,60200000.0,3.36,786739000.0,221190000.0,,,63785000.0,HLF,
2011-05-02,2011,10-Q,Q1,1232220000.0,58900000.0,0.83,745008000.0,51871000.0,,,60160000.0,HLF,
2011-08-01,2011,10-Q,Q2,1232220000.0,117800000.0,1.06,745008000.0,134046000.0,,,119686000.0,HLF,
2011-10-31,2011,10-Q,Q3,1232220000.0,117800000.0,1.69,745008000.0,212930000.0,,,119286000.0,HLF,
2012-02-21,2011,10-K,FY,1232220000.0,120500000.0,1.61,745008000.0,203346000.0,,,122442000.0,HLF,
2012-04-30,2012,10-Q,Q1,1446209000.0,115800000.0,0.7,886021000.0,88019000.0,,,118206000.0,HLF,
2012-07-30,2012,10-Q,Q2,1446209000.0,115800000.0,1.57,886021000.0,199199000.0,,,118609000.0,HLF,
2012-10-29,2012,10-Q,Q3,1446209000.0,115800000.0,2.44,886021000.0,307221000.0,,,118059000.0,HLF,
2013-02-19,2012,10-K,FY,1446209000.0,117800000.0,2.37,886021000.0,299215000.0,,,119004000.0,HLF,
2013-04-29,2013,10-Q,Q1,1703944000.0,106900000.0,0.88,1283189000.0,108162000.0,,,116191000.0,HLF,
2013-07-29,2013,10-Q,Q2,1463075000.0,106900000.0,2.32,914931000.0,292883000.0,,,116376000.0,HLF,
2013-10-28,2013,10-Q,Q3,1463075000.0,106900000.0,2.32,914931000.0,292883000.0,,,113838000.0,HLF,
2014-02-18,2013,10-K,FY,1724143000.0,115800000.0,3.32,1328660000.0,414959000.0,,,117540000.0,HLF,
2014-04-28,2014,10-Q,Q1,2473701000.0,101100000.0,1.1,1922255000.0,118873000.0,,,104121000.0,HLF,
2014-07-28,2014,10-Q,Q2,2473701000.0,101100000.0,2.44,1922255000.0,262035000.0,,,103551000.0,HLF,
2014-11-03,2014,10-Q,Q3,2473701000.0,101100000.0,3.75,1922255000.0,403985000.0,,,103096000.0,HLF,
2015-02-26,2014,10-K,FY,2473700000.0,106900000.0,3.94,1922300000.0,464000000.0,,,112400000.0,HLF,
2015-05-05,2015,10-Q,Q1,2374900000.0,92200000.0,0.74,2709300000.0,74600000.0,,,95400000.0,HLF,
2015-08-05,2015,10-Q,Q2,2374900000.0,92200000.0,2.02,2709300000.0,194200000.0,,,90700000.0,HLF,
2015-11-03,2015,10-Q,Q3,2374900000.0,92200000.0,2.22,2709300000.0,205400000.0,,,87800000.0,HLF,
2016-02-25,2015,10-K,FY,2355000000.0,101100000.0,4.91,2689400000.0,527500000.0,,,102600000.0,HLF,
2016-05-05,2016,10-Q,Q1,2477900000.0,92700000.0,0.92,2531400000.0,78200000.0,,,82300000.0,HLF,
2016-08-03,2016,10-Q,Q2,2477900000.0,92700000.0,1.9,2531400000.0,161000000.0,,,82500000.0,HLF,
2016-11-01,2016,10-Q,Q3,2477900000.0,92700000.0,2.99,2531400000.0,254600000.0,,,82500000.0,HLF,
2017-02-23,2016,10-K,FY,2477900000.0,92200000.0,3.4,2531400000.0,308700000.0,,,86300000.0,HLF,
2017-05-04,2017,10-Q,Q1,2565400000.0,93100000.0,1.12,2369100000.0,95800000.0,,,82800000.0,HLF,
2017-08-01,2017,10-Q,Q2,2565400000.0,93100000.0,0.85,2369100000.0,72900000.0,,,82900000.0,HLF,
2017-11-02,2017,10-Q,Q3,2565400000.0,93100000.0,1.87,2369100000.0,160600000.0,,,83000000.0,HLF,
2018-02-22,2017,10-K,FY,2565400000.0,92700000.0,3.97,2369100000.0,339100000.0,,,82600000.0,HLF,
2018-05-03,2018,10-Q,Q1,2895100000.0,82300000.0,0.98,3229800000.0,85200000.0,,,83100000.0,HLF,
2018-08-01,2018,10-Q,Q2,2895100000.0,164700000.0,1.3,3229800000.0,222800000.0,,,164600000.0,HLF,
2018-10-30,2018,10-Q,Q3,2895100000.0,164700000.0,1.63,3229800000.0,277300000.0,,3334400000.0,162700000.0,HLF,
2019-02-19,2018,10-K,FY,2895100000.0,186300000.0,1.51,3229800000.0,260000000.0,,4488400000.0,166100000.0,HLF,
2019-05-02,2019,10-Q,Q1,2789800000.0,142800000.0,0.54,3513200000.0,82100000.0,,1176900000.0,145300000.0,HLF,
2019-08-01,2019,10-Q,Q2,2789800000.0,142800000.0,1.15,3513200000.0,176500000.0,,2462400000.0,144000000.0,HLF,
2019-10-29,2019,10-Q,Q3,2789800000.0,142800000.0,1.64,3513200000.0,247700000.0,,3705200000.0,141300000.0,HLF,
2020-02-18,2019,10-K,FY,2789800000.0,164700000.0,1.29,3513200000.0,213900000.0,,4427700000.0,158500000.0,HLF,
2020-05-07,2020,10-Q,Q1,2678600000.0,137400000.0,0.66,3068600000.0,96300000.0,,1172200000.0,137100000.0,HLF,
2020-08-06,2020,10-Q,Q2,2678600000.0,137400000.0,1.2,3068600000.0,172800000.0,,2412300000.0,137200000.0,HLF,
2020-11-05,2020,10-Q,Q3,2678600000.0,137400000.0,1.79,3068600000.0,254300000.0,,3656800000.0,137300000.0,HLF,
2021-02-17,2020,10-K,FY,2678600000.0,142800000.0,1.98,3068600000.0,296600000.0,,4891800000.0,140200000.0,HLF,
2021-05-04,2021,10-Q,Q1,3076100000.0,120100000.0,0.32,3932200000.0,45600000.0,,1262400000.0,137800000.0,HLF,
2021-08-03,2021,10-Q,Q2,3076100000.0,120100000.0,1.15,3932200000.0,160700000.0,,2609300000.0,137900000.0,HLF,
2021-11-02,2021,10-Q,Q3,3076100000.0,120100000.0,2.17,3932200000.0,298800000.0,,4131100000.0,135000000.0,HLF,
2022-02-23,2021,10-K,FY,3076100000.0,137400000.0,2.2,3932200000.0,311000000.0,,4877100000.0,137400000.0,HLF,
2022-05-03,2022,10-Q,Q1,2819800000.0,100800000.0,1.33,4211300000.0,147400000.0,,1501600000.0,108400000.0,HLF,
2022-08-02,2022,10-Q,Q2,2819800000.0,100800000.0,2.63,4211300000.0,291600000.0,,3053900000.0,108200000.0,HLF,
2022-10-31,2022,10-Q,Q3,2819800000.0,100800000.0,3.73,4211300000.0,409000000.0,,4484800000.0,107300000.0,HLF,
2023-02-14,2022,10-K,FY,2819800000.0,120100000.0,2.77,4211300000.0,372600000.0,,5541800000.0,131500000.0,HLF,
2023-05-02,2023,10-Q,Q1,2732000000.0,97900000.0,0.96,3997900000.0,98200000.0,,1335800000.0,99900000.0,HLF,
2023-08-02,2023,10-Q,Q2,2732000000.0,97900000.0,1.84,3997900000.0,184700000.0,,2728500000.0,99100000.0,HLF,
2023-11-01,2023,10-Q,Q3,2732000000.0,97900000.0,2.68,3997900000.0,266900000.0,,4023600000.0,98700000.0,HLF,
2024-02-14,2023,10-K,FY,2732000000.0,100800000.0,4.13,3997900000.0,447200000.0,,5802800000.0,105900000.0,HLF,
2024-05-01,2024,10-Q,Q1,2809400000.0,99200000.0,0.29,3869700000.0,29300000.0,,1252100000.0,98500000.0,HLF,
2024-07-31,2024,10-Q,Q2,2809400000.0,99200000.0,0.89,3869700000.0,89200000.0,,2566100000.0,98800000.0,HLF,
2024-10-30,2024,10-Q,Q3,2809400000.0,99200000.0,1.32,3869700000.0,132000000.0,,3847400000.0,98900000.0,HLF,
2025-02-19,2024,10-K,FY,2809400000.0,97900000.0,3.23,3869700000.0,321300000.0,,5204400000.0,98500000.0,HLF,
2025-04-30,2025,10-Q,Q1,2728100000.0,101200000.0,0.24,3529200000.0,24300000.0,,1264300000.0,99700000.0,HLF,
2025-08-06,2025,10-Q,Q2,2728100000.0,101200000.0,0.29,3529200000.0,29000000.0,,2545400000.0,100100000.0,HLF,
2025-11-05,2025,10-Q,Q3,2728100000.0,101200000.0,0.75,3529200000.0,76400000.0,,3785700000.0,100400000.0,HLF,
2026-02-18,2025,10-K,FY,2728100000.0,99200000.0,1.42,3529200000.0,142200000.0,,5062400000.0,99000000.0,HLF,
2011-08-09,2011,10-Q,Q2,9884306000.0,,2.18,8452814000.0,165294000.0,,,71844000.0,PRI,841239000.0
2011-11-08,2011,10-Q,Q3,9884306000.0,,2.7,8452814000.0,204889000.0,,,72052000.0,PRI,1082476000.0
2012-02-28,2011,10-K,FY,9884306000.0,,3.4,8452814000.0,494589000.0,,,72099000.0,PRI,2220401000.0
2012-05-08,2012,10-Q,Q1,9851820000.0,,0.62,8525170000.0,47271000.0,,,72671000.0,PRI,276352000.0
2012-08-08,2012,10-Q,Q2,9851820000.0,,1.11,8525170000.0,84891000.0,,,73067000.0,PRI,551447000.0
2012-11-08,2012,10-Q,Q3,9851820000.0,,1.57,8525170000.0,119989000.0,,,73265000.0,PRI,827238000.0
2013-02-27,2012,10-K,FY,9851820000.0,72843000.0,3.06,8525170000.0,232456000.0,,,72099000.0,PRI,1361863000.0
2013-05-08,2013,10-Q,Q1,10337877000.0,64883000.0,0.61,9062461000.0,41756000.0,,,65133000.0,PRI,286601000.0
2013-08-07,2013,10-Q,Q2,10337877000.0,64883000.0,1.33,9062461000.0,87936000.0,,,63332000.0,PRI,587126000.0
2013-11-07,2013,10-Q,Q3,10337877000.0,64883000.0,2.05,9062461000.0,133535000.0,,,62241000.0,PRI,886214000.0
2014-02-27,2013,10-K,FY,9851820000.0,72843000.0,2.08,9062461000.0,,,,72283000.0,PRI,1103093000.0
2014-05-06,2014,10-Q,Q1,10329950000.0,56374000.0,0.65,9107923000.0,,,,56598000.0,PRI,298450000.0
2014-08-07,2014,10-Q,Q2,10329950000.0,56374000.0,1.39,9107923000.0,,,,56553000.0,PRI,601940000.0
2014-11-05,2014,10-Q,Q3,10329950000.0,56374000.0,2.16,9107923000.0,,,,56019000.0,PRI,912348000.0
2015-02-26,2014,10-K,FY,10337877000.0,64883000.0,2.71,9107923000.0,,,,61059000.0,PRI,1153772000.0
2015-05-07,2015,10-Q,Q1,10738114000.0,54834000.0,0.81,9492988000.0,,,,55211000.0,PRI,324328000.0
2015-08-06,2015,10-Q,Q2,10738114000.0,54834000.0,1.69,9492988000.0,,,,55075000.0,PRI,655458000.0
2015-11-05,2015,10-Q,Q3,10737595000.0,54834000.0,2.44,9492469000.0,,,,54953000.0,PRI,993561000.0
2016-02-25,2015,10-K,FY,10329744000.0,56374000.0,2.83,9492469000.0,,,,55834000.0,PRI,1228998000.0
2016-05-05,2016,10-Q,Q1,10609290000.0,52169000.0,0.82,9463518000.0,43401000.0,,,52643000.0,PRI,344846000.0
2016-08-09,2016,10-Q,Q2,10609290000.0,52169000.0,1.76,9463518000.0,92573000.0,,,52212000.0,PRI,695363000.0
2016-11-09,2016,10-Q,Q3,10610783000.0,52169000.0,2.73,9465011000.0,141924000.0,,,51494000.0,PRI,1050752000.0
2017-02-27,2016,10-K,FY,10735929000.0,54834000.0,3.29,9465011000.0,181412000.0,,,54567000.0,PRI,1337096000.0
2017-05-10,2017,10-Q,Q1,11438943000.0,48297000.0,0.92,10217569000.0,45176000.0,,,48550000.0,PRI,362600000.0
2017-08-09,2017,10-Q,Q2,11438943000.0,48297000.0,2.15,10217569000.0,104502000.0,,,48104000.0,PRI,741593000.0
2017-11-08,2017,10-Q,Q3,11438943000.0,48297000.0,3.37,10217569000.0,162540000.0,,,47736000.0,PRI,1125221000.0
2018-02-26,2017,10-K,FY,10610783000.0,52169000.0,3.7,10217569000.0,189871000.0,,,50881000.0,PRI,1404199000.0
2018-05-09,2018,10-Q,Q1,12460703000.0,45721000.0,1.11,11041602000.0,52070000.0,,,46301000.0,PRI,405164000.0
2018-08-08,2018,10-Q,Q2,12460703000.0,45721000.0,2.47,11041602000.0,115176000.0,,,46142000.0,PRI,818860000.0
2018-11-07,2018,10-Q,Q3,12460703000.0,45721000.0,3.93,11041602000.0,181813000.0,,,45864000.0,PRI,1246161000.0
2019-02-26,2018,10-K,FY,11438943000.0,48297000.0,4.59,11041602000.0,219414000.0,,,47411000.0,PRI,1519084000.0
2019-05-08,2019,10-Q,Q1,12595048000.0,44251000.0,1.46,11133535000.0,65715000.0,,,44740000.0,PRI,459923000.0
2019-08-08,2019,10-Q,Q2,12595048000.0,44251000.0,3.4,11133535000.0,152414000.0,,,44401000.0,PRI,927737000.0
2019-11-07,2019,10-Q,Q3,12595048000.0,44251000.0,5.34,11133535000.0,237550000.0,,,44081000.0,PRI,1412518000.0
2020-02-28,2019,10-K,FY,12460703000.0,45721000.0,7.61,11133535000.0,350255000.0,,,45598000.0,PRI,1689102000.0
2020-05-01,2020,10-Q,Q1,13688531000.0,42694000.0,1.83,12036040000.0,79165000.0,,,42824000.0,PRI,494987000.0
2020-08-06,2020,10-Q,Q2,13688531000.0,42694000.0,4.11,12036040000.0,176611000.0,,,42653000.0,PRI,999890000.0
2020-11-05,2020,10-Q,Q3,13688531000.0,42694000.0,6.38,12036040000.0,272834000.0,,,42420000.0,PRI,1520545000.0
2021-03-01,2020,10-K,FY,12595048000.0,44251000.0,7.33,12036040000.0,324094000.0,,,43854000.0,PRI,1899843000.0
2021-05-06,2021,10-Q,Q1,14905285000.0,41207000.0,1.75,13069400000.0,72469000.0,,,41131000.0,PRI,524936000.0
2021-08-06,2021,10-Q,Q2,14905285000.0,41207000.0,4.25,13069400000.0,173979000.0,,,40632000.0,PRI,1050751000.0
2021-11-09,2021,10-Q,Q3,14905285000.0,41207000.0,7.05,13069400000.0,286080000.0,,,40281000.0,PRI,1619213000.0
2022-03-01,2021,10-K,FY,13688531000.0,42694000.0,8.62,13069400000.0,366391000.0,,,42181000.0,PRI,2052504000.0
2022-05-06,2022,10-Q,Q1,16123223000.0,39306000.0,2.46,14033440000.0,97872000.0,,,39456000.0,PRI,637711000.0
2022-08-09,2022,10-Q,Q2,16123223000.0,39306000.0,5.68,14033440000.0,226033000.0,,,39493000.0,PRI,1292399000.0
2022-11-09,2022,10-Q,Q3,16123223000.0,39306000.0,8.5,14033440000.0,338489000.0,,,39516000.0,PRI,1985638000.0
2023-02-28,2022,10-K,FY,14905285000.0,41207000.0,9.57,14033440000.0,386164000.0,,,40065000.0,PRI,2217541000.0
2023-05-09,2023,10-Q,Q1,14618147000.0,39368000.0,2.91,12608613000.0,115039000.0,,,39221000.0,PRI,691226000.0
2023-08-08,2023,10-Q,Q2,14641423000.0,39368000.0,6.29,12610169000.0,245785000.0,,,38801000.0,PRI,1359909000.0
2023-11-08,2023,10-Q,Q3,14641423000.0,39368000.0,8.42,12610169000.0,325347000.0,,,38342000.0,PRI,2033194000.0
2024-02-28,2023,10-K,FY,16195964000.0,39306000.0,11.99,12610169000.0,477362000.0,,,39530000.0,PRI,2709732000.0
2024-05-07,2024,10-Q,Q1,15027732000.0,36824000.0,3.46,12961765000.0,128099000.0,,,36710000.0,PRI,690036000.0
2024-08-08,2024,10-Q,Q2,15027732000.0,36824000.0,7.43,12961765000.0,272603000.0,,,36461000.0,PRI,1378422000.0
2024-11-07,2024,10-Q,Q3,15027732000.0,36824000.0,11.65,12961765000.0,,,,36225000.0,PRI,2042317000.0
2025-02-28,2024,10-K,FY,15027732000.0,39368000.0,12.33,12961765000.0,472068000.0,,,37997000.0,PRI,2657451000.0
2025-05-08,2025,10-Q,Q1,14582022000.0,34996000.0,3.93,12322981000.0,,,,34883000.0,PRI,735950000.0
2025-08-07,2025,10-Q,Q2,14582022000.0,34996000.0,3.99,12322981000.0,,,,34633000.0,PRI,1526904000.0
2025-11-06,2025,10-Q,Q3,14582022000.0,34996000.0,8.78,12322981000.0,,,,34365000.0,PRI,2301033000.0
2026-02-27,2025,10-K,FY,14582022000.0,36824000.0,15.94,12322981000.0,,,,35954000.0,PRI,2748507000.0
2010-11-08,2010,10-Q,Q3,748449000.0,,0.93,372762000.0,59526000.0,680909000.0,,63108000.0,NUS,
2011-02-23,2010,10-K,FY,748449000.0,,1.02,372762000.0,65347000.0,893621000.0,,63510000.0,NUS,
2011-05-05,2011,10-Q,Q1,892224000.0,,0.48,420975000.0,31040000.0,253174000.0,,62474000.0,NUS,
2011-08-05,2011,10-Q,Q2,892224000.0,,0.98,420975000.0,63432000.0,514438000.0,,62698000.0,NUS,
2011-11-07,2011,10-Q,Q3,892224000.0,,1.53,420975000.0,98721000.0,776341000.0,,62443.0,NUS,
2012-02-28,2011,10-K,FY,892224000.0,,1.4,420975000.0,89845000.0,939697000.0,,63333000.0,NUS,1331058000.0
2012-05-10,2012,10-Q,Q1,990956000.0,,0.24,416720000.0,15308000.0,270284000.0,,61888.0,NUS,
2012-08-07,2012,10-Q,Q2,990956000.0,,0.89,416720000.0,57009000.0,557496000.0,,61817000.0,NUS,
2012-11-02,2012,10-Q,Q3,990956000.0,,1.61,416720000.0,103807000.0,848068000.0,,61998000.0,NUS,
2013-02-27,2012,10-K,FY,990956000.0,,2.11,416720000.0,136051000.0,1047766000.0,,62370000.0,NUS,1537259000.0
2013-05-03,2013,10-Q,Q1,1152907000.0,,0.74,562295000.0,47829000.0,314583000.0,,62230000.0,NUS,
2013-08-05,2013,10-Q,Q2,1152907000.0,,1.67,562295000.0,108236000.0,714322000.0,,62016000000.0,NUS,
2013-11-06,2013,10-Q,Q3,1152907000.0,,2.55,562295000.0,162412000.0,1071369000.0,,61265000000.0,NUS,
2014-03-18,2013,10-K,FY,1124807000.0,,2.38,534195000.0,153330000.0,1163222000.0,,62066000.0,NUS,1719588000.0
2014-05-08,2014,10-Q,Q1,1821062000.0,,0.9,962443000.0,54282000.0,368601000.0,,58352000000.0,NUS,
2014-08-12,2014,10-Q,Q1,1821062000.0,,0.9,962443000.0,54282000.0,368601000.0,,58352000000.0,NUS,
2014-08-12,2014,10-Q,Q2,1821062000.0,,2.11,962443000.0,128717000.0,814073000.0,,58487000000.0,NUS,
2014-11-10,2014,10-Q,Q3,1821062000.0,,3.91,962443000.0,239617000.0,1414281000.0,,58544000.0,NUS,
2015-03-02,2014,10-K,FY,1821062000.0,,3.52,962443000.0,221645000.0,1438261000.0,,60600000.0,NUS,
2015-05-06,2015,10-Q,Q1,1614434000.0,,0.9,671996000.0,54854000.0,463220000.0,,58869000.0,NUS,
2015-08-07,2015,10-Q,Q2,1614434000.0,,1.22,671996000.0,74361000.0,902500000.0,,58961000.0,NUS,
2015-11-03,2015,10-Q,Q3,1614434000.0,,2.34,671996000.0,142669000.0,1327069000.0,,59058000.0,NUS,
2016-02-18,2015,10-K,FY,1614434000.0,,5.94,671996000.0,364888000.0,2116800000.0,,58606000.0,NUS,
2016-04-29,2016,10-Q,Q1,1505843000.0,,0.6,680222000.0,36282000.0,369631000.0,,58991000.0,NUS,
2016-08-05,2016,10-Q,Q2,1505843000.0,,1.35,680222000.0,80939000.0,747776000.0,,58747000.0,NUS,
2016-11-04,2016,10-Q,Q3,1505843000.0,,1.63,680222000.0,97206000.0,1123788000.0,,58403000.0,NUS,
2017-02-27,2016,10-K,FY,1505843000.0,,3.11,680222000.0,189176000.0,1738873000.0,,59073000.0,NUS,
2017-05-04,2017,10-Q,Q1,1474045000.0,,0.06,809975000.0,3316000.0,325813000.0,,55955000.0,NUS,
2017-08-03,2017,10-Q,Q2,1474045000.0,,0.85,809975000.0,48029000.0,718285000.0,,55953000.0,NUS,
2017-11-02,2017,10-Q,Q3,1474045000.0,,1.85,809975000.0,104901000.0,1114210000.0,,55963000.0,NUS,
2018-02-16,2017,10-K,FY,1474045000.0,,2.25,809975000.0,133046000.0,1512835000.0,,57997000.0,NUS,
2018-04-27,2018,10-Q,Q1,1589872000.0,,0.51,885276000.0,27489000.0,341571000.0,499099000.0,52678000.0,NUS,
2018-08-03,2018,10-Q,Q2,1589872000.0,,1.28,885276000.0,69530000.0,705412000.0,1049200000.0,52804000.0,NUS,
2018-11-08,2018,10-Q,Q3,1589872000.0,,2.04,885276000.0,111202000.0,1083916000.0,1612898000.0,52834000.0,NUS,
2019-02-14,2018,10-K,FY,1589872000.0,,2.55,885276000.0,143086000.0,1476236000.0,2207797000.0,55412000.0,NUS,
2019-05-01,2019,10-Q,Q1,1694446000.0,,0.64,912579000.0,35539000.0,410948000.0,616219000.0,53997000.0,NUS,
2019-08-07,2019,10-Q,Q2,1694446000.0,,1.53,912579000.0,86500000.0,863825000.0,1320409000.0,54807000.0,NUS,
2019-11-06,2019,10-Q,Q3,1694446000.0,,2.47,912579000.0,139646000.0,1301005000.0,1995721000.0,55075000.0,NUS,
2020-02-13,2019,10-K,FY,1694446000.0,,2.36,912579000.0,129437000.0,1502538000.0,2279099000.0,52806000.0,NUS,
2020-05-07,2020,10-Q,Q1,1769006000.0,,0.77,893717000.0,43002000.0,408306000.0,623623000.0,55436000.0,NUS,
2020-08-06,2020,10-Q,Q2,1769006000.0,,1.59,893717000.0,89351000.0,803576000.0,1247123000.0,55486000.0,NUS,
2020-11-05,2020,10-Q,Q3,1769006000.0,,2.39,893717000.0,133441000.0,1183456000.0,1837057000.0,55507000.0,NUS,
2021-02-11,2020,10-K,FY,1769006000.0,,2.16,893717000.0,121887000.0,1804008000.0,2679008000.0,55170000.0,NUS,
2021-05-05,2021,10-Q,Q1,1957076000.0,,0.36,1062805000.0,19730000.0,355670000.0,518028000.0,55059000.0,NUS,
2021-08-05,2021,10-Q,Q2,1957076000.0,,1.15,1062805000.0,61581000.0,755852000.0,1130394000.0,53466000.0,NUS,
2021-11-04,2021,10-Q,Q3,1957076000.0,,2.23,1062805000.0,117888000.0,1201597000.0,1833741000.0,52741000.0,NUS,
2022-02-16,2021,10-K,FY,1957076000.0,,3.1,1062805000.0,173553000.0,1571570000.0,2420416000.0,55518000.0,NUS,
2022-05-05,2022,10-Q,Q1,1906480000.0,,0.91,993708000.0,47430000.0,443547000.0,677026000.0,50706000.0,NUS,
2022-08-05,2022,10-Q,Q2,1906480000.0,,2.06,993708000.0,106768000.0,890251000.0,1381081000.0,50409000.0,NUS,
2022-11-03,2022,10-Q,Q3,1906480000.0,,3.03,993708000.0,156497000.0,1307112000.0,2022233000.0,50304000.0,NUS,
